Date,Price1,Price2,spread_pct,signal
2024-09-16,100.803,92.710,8.729,STRONG_SIGNAL
2024-09-17,101.680,93.370,8.900,STRONG_SIGNAL
2024-09-18,100.843,92.838,8.622,STRONG_SIGNAL
2024-09-19,102.034,94.148,8.377,STRONG_SIGNAL
2024-09-20,101.315,93.488,8.372,STRONG_SIGNAL
2024-09-23,101.414,94.168,7.695,STRONG_SIGNAL
2024-09-24,101.601,94.128,7.939,STRONG_SIGNAL
2024-09-25,101.877,94.217,8.130,STRONG_SIGNAL
2024-09-26,102.197,94.493,8.153,STRONG_SIGNAL
2024-09-27,102.537,94.808,8.152,STRONG_SIGNAL
2024-09-30,101.975,94.571,7.829,STRONG_SIGNAL
2024-10-01,102.428,94.601,8.274,STRONG_SIGNAL
2024-10-02,102.862,95.034,8.237,STRONG_SIGNAL
2024-10-03,103.561,94.729,9.324,STRONG_SIGNAL
2024-10-04,103.793,95.369,8.833,STRONG_SIGNAL
2024-10-07,104.418,95.625,9.196,STRONG_SIGNAL
2024-10-08,104.054,95.566,8.882,STRONG_SIGNAL
2024-10-09,104.453,96.225,8.550,STRONG_SIGNAL
2024-10-10,104.802,96.442,8.669,STRONG_SIGNAL
2024-10-11,105.191,96.757,8.717,STRONG_SIGNAL
2024-10-14,105.728,97.594,8.335,STRONG_SIGNAL
2024-10-15,104.940,97.338,7.810,STRONG_SIGNAL
2024-10-16,105.442,97.328,8.337,STRONG_SIGNAL
2024-10-17,105.827,98.185,7.783,STRONG_SIGNAL
2024-10-18,105.797,98.047,7.904,STRONG_SIGNAL
2024-10-21,105.349,97.663,7.870,STRONG_SIGNAL
2024-10-22,105.492,97.722,7.951,STRONG_SIGNAL
2024-10-23,105.127,97.397,7.937,STRONG_SIGNAL
2024-10-24,105.108,97.279,8.048,STRONG_SIGNAL
2024-10-25,105.305,97.584,7.912,STRONG_SIGNAL
2024-10-28,105.285,97.574,7.902,STRONG_SIGNAL
2024-10-29,105.029,97.604,7.607,STRONG_SIGNAL
2024-10-30,104.960,97.190,7.994,STRONG_SIGNAL
2024-10-31,104.359,95.517,9.258,STRONG_SIGNAL
2024-11-01,104.364,96.216,8.469,STRONG_SIGNAL
2024-11-04,104.083,95.507,8.980,STRONG_SIGNAL
2024-11-05,104.310,95.851,8.825,STRONG_SIGNAL
2024-11-06,106.427,98.756,7.768,STRONG_SIGNAL
2024-11-07,106.979,99.455,7.565,STRONG_SIGNAL
2024-11-08,107.289,100.036,7.251,STRONG_SIGNAL
2024-11-11,107.920,101.109,6.736,STRONG_SIGNAL
2024-11-12,108.082,100.715,7.315,STRONG_SIGNAL
2024-11-13,108.269,101.040,7.155,STRONG_SIGNAL
2024-11-14,108.319,101.020,7.224,STRONG_SIGNAL
2024-11-15,107.516,99.829,7.700,STRONG_SIGNAL
2024-11-18,107.944,100.124,7.810,STRONG_SIGNAL
2024-11-19,107.654,99.928,7.732,STRONG_SIGNAL
2024-11-20,107.378,100.026,7.350,STRONG_SIGNAL
2024-11-21,108.703,101.336,7.270,STRONG_SIGNAL
2024-11-22,109.737,102.537,7.022,STRONG_SIGNAL
2024-11-25,110.013,102.281,7.560,STRONG_SIGNAL
2024-11-26,110.023,102.458,7.383,STRONG_SIGNAL
2024-11-27,108.983,101.562,7.307,STRONG_SIGNAL
2024-11-28,109.245,102.054,7.045,STRONG_SIGNAL
2024-11-29,109.530,102.409,6.954,STRONG_SIGNAL
2024-12-02,110.298,103.187,6.892,STRONG_SIGNAL
2024-12-03,110.367,103.206,6.939,STRONG_SIGNAL
2024-12-04,110.367,103.492,6.644,STRONG_SIGNAL
2024-12-05,110.377,103.403,6.745,STRONG_SIGNAL
2024-12-06,110.486,103.423,6.829,STRONG_SIGNAL
2024-12-09,110.146,103.068,6.867,STRONG_SIGNAL
2024-12-10,109.786,103.236,6.345,STRONG_SIGNAL
2024-12-11,110.225,103.925,6.062,STRONG_SIGNAL
2024-12-12,110.469,103.661,6.567,STRONG_SIGNAL
2024-12-13,110.557,102.959,7.380,STRONG_SIGNAL
2024-12-16,110.241,103.295,6.724,STRONG_SIGNAL
2024-12-17,109.634,102.900,6.544,STRONG_SIGNAL
2024-12-18,109.757,103.216,6.337,STRONG_SIGNAL
2024-12-19,108.374,101.616,6.650,STRONG_SIGNAL
2024-12-20,108.710,101.764,6.825,STRONG_SIGNAL
2024-12-23,108.878,101.547,7.219,STRONG_SIGNAL
2024-12-24,109.392,102.307,6.924,STRONG_SIGNAL
2024-12-27,109.046,102.090,6.813,STRONG_SIGNAL
2024-12-30,108.547,101.527,6.914,STRONG_SIGNAL
2024-12-31,108.853,101.734,6.997,STRONG_SIGNAL
2025-01-02,109.905,102.782,6.931,STRONG_SIGNAL
2025-01-03,109.782,102.653,6.944,STRONG_SIGNAL
2025-01-06,110.528,103.394,6.900,STRONG_SIGNAL
2025-01-07,109.777,102.653,6.940,STRONG_SIGNAL
2025-01-08,110.301,102.683,7.419,STRONG_SIGNAL
2025-01-09,110.735,102.742,7.780,STRONG_SIGNAL
2025-01-10,109.866,101.804,7.919,STRONG_SIGNAL
2025-01-13,109.723,101.586,8.009,STRONG_SIGNAL
2025-01-14,110.162,101.468,8.569,STRONG_SIGNAL
2025-01-15,111.704,103.068,8.379,STRONG_SIGNAL
2025-01-16,112.109,103.483,8.335,STRONG_SIGNAL
2025-01-17,113.364,104.382,8.605,STRONG_SIGNAL
2025-01-20,112.998,103.809,8.852,STRONG_SIGNAL
2025-01-21,112.959,103.849,8.772,STRONG_SIGNAL
2025-01-22,113.838,104.738,8.689,STRONG_SIGNAL
2025-01-23,113.784,104.925,8.442,STRONG_SIGNAL
2025-01-24,113.077,104.451,8.258,STRONG_SIGNAL
2025-01-27,111.210,102.712,8.273,STRONG_SIGNAL
2025-01-28,112.148,104.056,7.777,STRONG_SIGNAL
2025-01-29,112.484,104.441,7.701,STRONG_SIGNAL
2025-01-30,112.761,104.718,7.681,STRONG_SIGNAL
2025-01-31,113.739,105.735,7.570,STRONG_SIGNAL
2025-02-03,111.916,104.856,6.733,STRONG_SIGNAL
2025-02-04,112.267,104.797,7.128,STRONG_SIGNAL
2025-02-05,111.990,104.461,7.208,STRONG_SIGNAL
2025-02-06,113.443,105.745,7.279,STRONG_SIGNAL
2025-02-07,113.136,105.429,7.310,STRONG_SIGNAL
2025-02-10,113.798,106.091,7.265,STRONG_SIGNAL
2025-02-11,113.571,105.874,7.270,STRONG_SIGNAL
2025-02-12,113.087,105.123,7.576,STRONG_SIGNAL
2025-02-13,113.255,105.656,7.192,STRONG_SIGNAL
2025-02-14,113.136,105.469,7.270,STRONG_SIGNAL
2025-02-17,113.492,105.992,7.076,STRONG_SIGNAL
2025-02-18,113.374,106.061,6.894,STRONG_SIGNAL
2025-02-19,113.502,106.358,6.717,STRONG_SIGNAL
2025-02-20,112.657,105.350,6.936,STRONG_SIGNAL
2025-02-21,112.553,105.488,6.697,STRONG_SIGNAL
2025-02-24,111.462,104.323,6.843,STRONG_SIGNAL
2025-02-25,110.123,102.811,7.112,STRONG_SIGNAL
2025-02-26,111.299,104.155,6.859,STRONG_SIGNAL
2025-02-27,110.893,104.224,6.399,STRONG_SIGNAL
2025-02-28,109.767,103.029,6.540,STRONG_SIGNAL
2025-03-03,110.103,103.473,6.407,STRONG_SIGNAL
2025-03-04,106.857,99.966,6.893,STRONG_SIGNAL
2025-03-05,106.862,98.830,8.127,STRONG_SIGNAL
2025-03-06,107.450,98.939,8.603,STRONG_SIGNAL
2025-03-07,105.637,97.220,8.658,STRONG_SIGNAL
2025-03-10,104.807,96.459,8.654,STRONG_SIGNAL
2025-03-11,103.270,94.513,9.266,STRONG_SIGNAL
2025-03-12,103.937,95.402,8.947,STRONG_SIGNAL
2025-03-13,103.112,94.888,8.667,STRONG_SIGNAL
